year,lok_sabha_number,state,constituency_number,constituency_name,constituency_type,_merge
1971,Fifth,Uttar Pradesh,13,Shahjahanpur,General,both
1971,Fifth,Uttar Pradesh,12,Pilibhit,General,both
1971,Fifth,Uttar Pradesh,11,Bareilly,General,both
1971,Fifth,Uttar Pradesh,10,Aonla,General,both
1971,Fifth,Uttar Pradesh,9,Budaun,General,both
1971,Fifth,Uttar Pradesh,8,Rampur,General,both
1971,Fifth,Uttar Pradesh,7,Moradabad,General,both
1971,Fifth,Uttar Pradesh,6,Amroha,General,both
1971,Fifth,Uttar Pradesh,5,Bijnor,Scheduled Caste,both
1971,Fifth,Uttar Pradesh,4,Nainital,General,both
1971,Fifth,Uttar Pradesh,3,Almora,General,both
1971,Fifth,Uttar Pradesh,2,Garhwal,General,both
1971,Fifth,Uttar Pradesh,1,Tehri Garhwal,General,both
1971,Fifth,Tripura,2,Tripura East,Scheduled Tribe,both
1971,Fifth,Tripura,1,Tripura West,General,both
1971,Fifth,Tamil Nadu,39,Nagercoil,General,both
1971,Fifth,Tamil Nadu,38,Tiruchendur,General,both
1971,Fifth,Tamil Nadu,37,Tenkasi,Scheduled Caste,both
1971,Fifth,Tamil Nadu,36,Tirunelveli,General,both
1971,Fifth,Tamil Nadu,35,Sivakasi,General,both
1971,Fifth,Tamil Nadu,34,Ramanathapuram,General,both
1971,Fifth,Tamil Nadu,33,Sivaganga,General,both
1971,Fifth,Tamil Nadu,32,Thanjavur,General,both
1971,Fifth,Tamil Nadu,31,Nagapattinam,General,both
1971,Fifth,Tamil Nadu,30,Mayuram,Scheduled Caste,both
1971,Fifth,Tamil Nadu,29,Kumbakonam,General,both
1971,Fifth,Tamil Nadu,28,Pudukkottai,General,both
1971,Fifth,Tamil Nadu,27,Perambalur,Scheduled Caste,both
1971,Fifth,Tamil Nadu,26,Tiruchirappalli,General,both
1971,Fifth,Tamil Nadu,25,Karur,General,both
1971,Fifth,Tamil Nadu,24,Madurai,General,both
1971,Fifth,Tamil Nadu,23,Dindigul,General,both
1971,Fifth,Tamil Nadu,22,Periyakulam,General,both
1971,Fifth,Tamil Nadu,21,Gobichettipalayam,General,both
1971,Fifth,Tamil Nadu,20,Dharapuram,Scheduled Caste,both
1971,Fifth,Tamil Nadu,19,Pollachi,General,both
1971,Fifth,Tamil Nadu,18,Coimbatore,General,both
1971,Fifth,Tamil Nadu,17,Nilgiris,General,both
1971,Fifth,Tamil Nadu,16,Tiruchengode,General,both
1971,Fifth,Tamil Nadu,15,Mettur,General,both
1971,Fifth,Tamil Nadu,14,Salem,General,both
1971,Fifth,Tamil Nadu,13,Krishnagiri,General,both
1971,Fifth,Tamil Nadu,12,Kallakurichi,General,both
1971,Fifth,Tamil Nadu,11,Chidambaram,Scheduled Caste,both
1971,Fifth,Tamil Nadu,10,Cuddalore,General,both
1971,Fifth,Tamil Nadu,9,Tindivanam,General,both
1971,Fifth,Tamil Nadu,8,Wandiwah,General,both
1971,Fifth,Tamil Nadu,7,Tiruppattur,General,both
1971,Fifth,Tamil Nadu,6,Vellore,Scheduled Caste,both
1971,Fifth,Tamil Nadu,5,Tiruttani,General,both
1971,Fifth,Tamil Nadu,4,Chengalpattu,General,both
1971,Fifth,Tamil Nadu,3,Sriperumbudur,Scheduled Caste,both
1971,Fifth,Tamil Nadu,2,Madras South,General,both
1971,Fifth,Tamil Nadu,1,Madras North,General,both
1971,Fifth,Rajasthan,23,Nagaur,General,both
1971,Fifth,Rajasthan,22,Jodhpur,General,both
1971,Fifth,Rajasthan,21,Barmer,General,both
1971,Fifth,Rajasthan,20,Jalore,General,both
1971,Fifth,Rajasthan,19,Pali,General,both
1971,Fifth,Rajasthan,18,Bhilwara,General,both
1971,Fifth,Rajasthan,17,Chitorgarh,General,both
1971,Fifth,Rajasthan,16,Udaipur,Scheduled Tribe,both
1971,Fifth,Rajasthan,15,Banswara,Scheduled Tribe,both
1971,Fifth,Rajasthan,14,Jhalawar,General,both
1971,Fifth,Rajasthan,13,Kota,Scheduled Caste,both
1971,Fifth,Rajasthan,12,Tonk,Scheduled Caste,both
1971,Fifth,Rajasthan,11,Ajmer,General,both
1971,Fifth,Rajasthan,10,Sawai Madhopur,Scheduled Tribe,both
1971,Fifth,Rajasthan,9,Hindaun,Scheduled Caste,both
1971,Fifth,Rajasthan,8,Bharatpur,General,both
1971,Fifth,Rajasthan,7,Alwar,General,both
1971,Fifth,Rajasthan,6,Dausa,General,both
1971,Fifth,Rajasthan,5,Jaipur,General,both
1971,Fifth,Rajasthan,4,Sikar,General,both
1971,Fifth,Rajasthan,3,Jhunjhunu,General,both
1971,Fifth,Rajasthan,2,Bikaner,General,both
1971,Fifth,Rajasthan,1,Ganganagar,Scheduled Caste,both
1971,Fifth,Punjab,13,Bhatinda,Scheduled Caste,both
1971,Fifth,Punjab,12,Sangrur,General,both
1971,Fifth,Punjab,11,Patiala,General,both
1971,Fifth,Punjab,10,Ropar,Scheduled Caste,both
1971,Fifth,Punjab,9,Ludhiana,General,both
1971,Fifth,Punjab,8,Phillaur,Scheduled Caste,both
1971,Fifth,Punjab,7,Jalandhar,General,both
1971,Fifth,Punjab,6,Hoshiarpur,General,both
1971,Fifth,Punjab,5,Gurdaspur,General,both
1971,Fifth,Punjab,4,Amritsar,General,both
1971,Fifth,Punjab,3,Tarn Taran,General,both
1971,Fifth,Punjab,2,Ferozepur,General,both
1971,Fifth,Punjab,1,Fazilka,General,both
1971,Fifth,Puducherry,1,Puducherry,General,both
1971,Fifth,Odisha,20,Angul,General,both
1971,Fifth,Odisha,19,Dhenkanal,General,both
1971,Fifth,Odisha,18,Keonjhar,Scheduled Tribe,both
1971,Fifth,Odisha,17,Sundargarh,Scheduled Tribe,both
1971,Fifth,Odisha,16,Sambalpur,General,both
1971,Fifth,Odisha,15,Bolangir,General,both
1971,Fifth,Odisha,14,Phulbani,Scheduled Caste,both
1971,Fifth,Odisha,13,Kalahandi,General,both
1971,Fifth,Odisha,12,Nowrangpur,Scheduled Tribe,both
1971,Fifth,Odisha,11,Koraput,Scheduled Tribe,both
1971,Fifth,Odisha,10,Chatrapur,General,both
1971,Fifth,Odisha,9,Bhanjanagar,General,both
1971,Fifth,Odisha,8,Bhubaneswar,General,both
1971,Fifth,Odisha,7,Puri,General,both
1971,Fifth,Odisha,6,Cuttack,General,both
1971,Fifth,Odisha,5,Kendrapara,General,both
1971,Fifth,Odisha,4,Jajpur,Scheduled Caste,both
1971,Fifth,Odisha,3,Bhadrak,Scheduled Caste,both
1971,Fifth,Odisha,2,Balasore,General,both
1971,Fifth,Odisha,1,Mayurbhanj,Scheduled Tribe,both
1971,Fifth,Nagaland,1,Nagaland,General,both
1971,Fifth,Mysore,27,Bijapur,General,both
1971,Fifth,Mysore,26,Bagalkot,General,both
1971,Fifth,Mysore,25,Chikkodi,Scheduled Caste,both
1971,Fifth,Mysore,24,Belgaum,General,both
1971,Fifth,Mysore,23,Dharwar North,General,both
1971,Fifth,Mysore,22,Dharwar South,General,both
1971,Fifth,Mysore,21,Kanara,General,both
1971,Fifth,Mysore,20,Shimoga,General,both
1971,Fifth,Mysore,19,Chikmagalur,General,both
1971,Fifth,Mysore,18,Hassan,General,both
1971,Fifth,Mysore,17,Udupi,General,both
1971,Fifth,Mysore,16,Mangalore,General,both
1971,Fifth,Mysore,15,Mysore,General,both
1971,Fifth,Mysore,14,Chamarajanagar,Scheduled Caste,both
1971,Fifth,Mysore,13,Mandya,General,both
1971,Fifth,Mysore,12,Kanakapura,General,both
1971,Fifth,Mysore,11,Bangalore,General,both
1971,Fifth,Mysore,10,Hoskote,General,both
1971,Fifth,Mysore,9,Kolar,Scheduled Caste,both
1971,Fifth,Mysore,8,Madhugiri,General,both
1971,Fifth,Mysore,7,Tumkur,General,both
1971,Fifth,Mysore,6,Chitradurga,General,both
1971,Fifth,Mysore,5,Bellary,General,both
1971,Fifth,Mysore,4,Koppal,General,both
1971,Fifth,Mysore,3,Raichur,General,both
1971,Fifth,Mysore,2,Gulbarga,General,both
1971,Fifth,Mysore,1,Bidar,Scheduled Caste,both
1971,Fifth,Manipur,2,Outer Manipur,Scheduled Tribe,both
1971,Fifth,Manipur,1,Inner Manipur,General,both
1971,Fifth,Maharashtra,45,Kolhapur,General,both
1971,Fifth,Maharashtra,44,Hatkanangale,General,both
1971,Fifth,Maharashtra,43,Sangli,General,both
1971,Fifth,Maharashtra,42,Karad,General,both
1971,Fifth,Maharashtra,41,Satara,General,both
1971,Fifth,Maharashtra,40,Baramati,General,both
1971,Fifth,Maharashtra,39,Poona,General,both
1971,Fifth,Maharashtra,38,Khed,General,both
1971,Fifth,Maharashtra,37,Kopargaon,General,both
1971,Fifth,Maharashtra,36,Ahmadnagar,General,both
1971,Fifth,Maharashtra,35,Pandharpur,Scheduled Caste,both
1971,Fifth,Maharashtra,34,Sholapur,General,both
1971,Fifth,Maharashtra,33,Osmanabad,General,both
1971,Fifth,Maharashtra,32,Bhir,General,both
1971,Fifth,Maharashtra,31,Aurangabad,General,both
1971,Fifth,Maharashtra,30,Jalna,General,both
1971,Fifth,Maharashtra,29,Parbhani,General,both
1971,Fifth,Maharashtra,28,Latur,Scheduled Caste,both
1971,Fifth,Maharashtra,27,Nanded,General,both
1971,Fifth,Maharashtra,26,Yeotmal,General,both
1971,Fifth,Maharashtra,25,Wardha,General,both
1971,Fifth,Maharashtra,24,Chanda,General,both
1971,Fifth,Maharashtra,23,Chimur,General,both
1971,Fifth,Maharashtra,22,Bhandara,General,both
1971,Fifth,Maharashtra,21,Nagpur,General,both
1971,Fifth,Maharashtra,20,Ramtek,General,both
1971,Fifth,Maharashtra,19,Amravati,General,both
1971,Fifth,Maharashtra,18,Akola,General,both
1971,Fifth,Maharashtra,17,Khamgaon,Scheduled Caste,both
1971,Fifth,Maharashtra,16,Buldana,General,both
1971,Fifth,Maharashtra,15,Jalgaon,General,both
1971,Fifth,Maharashtra,14,Dhulia,General,both
1971,Fifth,Maharashtra,13,Nandurbar,Scheduled Tribe,both
1971,Fifth,Maharashtra,12,Malegaon,Scheduled Tribe,both
1971,Fifth,Maharashtra,11,Nashik,General,both
1971,Fifth,Maharashtra,10,Dahanu,Scheduled Tribe,both
1971,Fifth,Maharashtra,9,Bhiwandi,General,both
1971,Fifth,Maharashtra,8,Bombay North East,General,both
1971,Fifth,Maharashtra,7,Bombay North West,General,both
1971,Fifth,Maharashtra,6,Bombay Central,General,both
1971,Fifth,Maharashtra,5,Bombay Central South,General,both
1971,Fifth,Maharashtra,4,Bombay South,General,both
1971,Fifth,Maharashtra,3,Kolaba,General,both
1971,Fifth,Maharashtra,2,Ratnagiri,General,both
1971,Fifth,Maharashtra,1,Rajapur,General,both
1971,Fifth,Madhya Pradesh,37,Mandsaur,General,both
1971,Fifth,Madhya Pradesh,36,Jhabua,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,35,Khargone,General,both
1971,Fifth,Madhya Pradesh,34,Khandwa,General,both
1971,Fifth,Madhya Pradesh,33,Dhar,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,32,Indore,General,both
1971,Fifth,Madhya Pradesh,31,Ujjain,Scheduled Caste,both
1971,Fifth,Madhya Pradesh,30,Shahjapur,General,both
1971,Fifth,Madhya Pradesh,29,Vidisha,General,both
1971,Fifth,Madhya Pradesh,28,Bhopal,General,both
1971,Fifth,Madhya Pradesh,27,Hoshangabad,General,both
1971,Fifth,Madhya Pradesh,26,Betul,General,both
1971,Fifth,Madhya Pradesh,25,Chhindwara,General,both
1971,Fifth,Madhya Pradesh,24,Sagar,Scheduled Caste,both
1971,Fifth,Madhya Pradesh,23,Damoh,General,both
1971,Fifth,Madhya Pradesh,22,Jabalpur,General,both
1971,Fifth,Madhya Pradesh,21,Mandla,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,20,Balaghat,General,both
1971,Fifth,Madhya Pradesh,19,Rajnandgaon,General,both
1971,Fifth,Madhya Pradesh,18,Durg,General,both
1971,Fifth,Madhya Pradesh,17,Bastar,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,16,Kanker,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,15,Raipur,General,both
1971,Fifth,Madhya Pradesh,14,Mahasamund,General,both
1971,Fifth,Madhya Pradesh,13,Bilaspur,General,both
1971,Fifth,Madhya Pradesh,12,Janjgir,Scheduled Caste,both
1971,Fifth,Madhya Pradesh,11,Raigarh,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,10,Surguja,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,9,Sidhi,General,both
1971,Fifth,Madhya Pradesh,8,Shahdol,Scheduled Tribe,both
1971,Fifth,Madhya Pradesh,7,Rewa,General,both
1971,Fifth,Madhya Pradesh,6,Satna,General,both
1971,Fifth,Madhya Pradesh,5,Tikamgarh,Scheduled Caste,both
1971,Fifth,Madhya Pradesh,4,Guna,General,both
1971,Fifth,Madhya Pradesh,3,Gwalior,General,both
1971,Fifth,Madhya Pradesh,2,Bhind,General,both
1971,Fifth,Madhya Pradesh,1,Morena,Scheduled Caste,both
1971,Fifth,Kerala,19,Trivandrum,General,both
1971,Fifth,Kerala,18,Chirayinkil,General,both
1971,Fifth,Kerala,17,Quilon,General,both
1971,Fifth,Kerala,16,Adoor,Scheduled Caste,both
1971,Fifth,Kerala,15,Mavelikkara,General,both
1971,Fifth,Kerala,14,Ambalapuzha,General,both
1971,Fifth,Kerala,13,Kottayam,General,both
1971,Fifth,Kerala,12,Peermade,General,both
1971,Fifth,Kerala,11,Muvattupuzha,General,both
1971,Fifth,Kerala,10,Ernakulam,General,both
1971,Fifth,Kerala,9,Mukundapuram,General,both
1971,Fifth,Kerala,8,Trichur,General,both
1971,Fifth,Kerala,7,Palghat,General,both
1971,Fifth,Kerala,6,Ponnani,Scheduled Caste,both
1971,Fifth,Kerala,5,Manjeri,General,both
1971,Fifth,Kerala,4,Kozhikode,General,both
1971,Fifth,Kerala,3,Badagara,General,both
1971,Fifth,Kerala,2,Tellicherry,General,both
1971,Fifth,Kerala,1,Kasargod,General,both
1971,Fifth,Jammu and Kashmir,6,Jammu,General,both
1971,Fifth,Jammu and Kashmir,5,Udhampur,General,both
1971,Fifth,Jammu and Kashmir,4,Ladakh,General,both
1971,Fifth,Jammu and Kashmir,3,Anantnag,General,both
1971,Fifth,Jammu and Kashmir,2,Srinagar,General,both
1971,Fifth,Jammu and Kashmir,1,Baramulla,General,both
1971,Fifth,Himachal Pradesh,4,Hamirpur,General,both
1971,Fifth,Himachal Pradesh,3,Kangra,General,both
1971,Fifth,Himachal Pradesh,2,Mandi,General,both
1971,Fifth,Himachal Pradesh,1,Shimla,Scheduled Caste,both
1971,Fifth,Haryana,9,Sirsa,General,both
1971,Fifth,Haryana,8,Hissar,General,both
1971,Fifth,Haryana,7,Mahendragarh,General,both
1971,Fifth,Haryana,6,Gurgaon,General,both
1971,Fifth,Haryana,5,Jhajjar,General,both
1971,Fifth,Haryana,4,Rohtak,General,both
1971,Fifth,Haryana,3,Kaithal,General,both
1971,Fifth,Haryana,2,Karnal,General,both
1971,Fifth,Haryana,1,Ambala,Scheduled Caste,both
1971,Fifth,Gujarat,24,Bulsar,Scheduled Tribe,both
1971,Fifth,Gujarat,23,Mandvi,Scheduled Tribe,both
1971,Fifth,Gujarat,22,Surat,General,both
1971,Fifth,Gujarat,21,Broach,General,both
1971,Fifth,Gujarat,20,Dabhoi,General,both
1971,Fifth,Gujarat,19,Baroda,General,both
1971,Fifth,Gujarat,18,Anand,General,both
1971,Fifth,Gujarat,17,Kaira,General,both
1971,Fifth,Gujarat,16,Godhra,General,both
1971,Fifth,Gujarat,15,Dahod,Scheduled Tribe,both
1971,Fifth,Gujarat,14,Sabarkantha,General,both
1971,Fifth,Gujarat,13,Banaskantha,General,both
1971,Fifth,Gujarat,12,Patan,Scheduled Caste,both
1971,Fifth,Gujarat,11,Mahesana,General,both
1971,Fifth,Gujarat,10,Gandhinagar,Scheduled Caste,both
1971,Fifth,Gujarat,9,Ahmedabad,General,both
1971,Fifth,Gujarat,8,Dhandhuka,General,both
1971,Fifth,Gujarat,7,Bhavnagar,General,both
1971,Fifth,Gujarat,6,Amreli,General,both
1971,Fifth,Gujarat,5,Junagadh,General,both
1971,Fifth,Gujarat,4,Jamnagar,General,both
1971,Fifth,Gujarat,3,Rajkot,General,both
1971,Fifth,Gujarat,2,Surendranagar,General,both
1971,Fifth,Gujarat,1,Kutch,General,both
1971,Fifth,Delhi,7,Karol Bagh,Scheduled Caste,both
1971,Fifth,Delhi,6,Delhi Sadar,General,both
1971,Fifth,Delhi,5,Chandni Chowk,General,both
1971,Fifth,Delhi,4,East Delhi,General,both
1971,Fifth,Delhi,3,Outer Delhi,General,both
1971,Fifth,Delhi,2,South Delhi,General,both
1971,Fifth,Delhi,1,New Delhi,General,both
1971,Fifth,Daman and Diu,2,Marmagao,General,both
1971,Fifth,Daman and Diu,1,Panaji,General,both
1971,Fifth,Dadra and Nagar Haveli,1,Dadra And Nagar Haveli,Scheduled Tribe,both
1971,Fifth,Chandigarh,1,Chandigarh,General,both
1971,Fifth,Bihar,53,Palamau,Scheduled Caste,both
1971,Fifth,Bihar,52,Lohardaga,Scheduled Tribe,both
1971,Fifth,Bihar,51,Khunti,Scheduled Tribe,both
1971,Fifth,Bihar,50,Singhbhum,Scheduled Tribe,both
1971,Fifth,Bihar,49,Jamshedpur,General,both
1971,Fifth,Bihar,48,Ranchi,General,both
1971,Fifth,Bihar,47,Hazaribagh,General,both
1971,Fifth,Bihar,46,Dhanbad,General,both
1971,Fifth,Bihar,45,Giridih,General,both
1971,Fifth,Bihar,44,Chatra,General,both
1971,Fifth,Bihar,43,Gaya,Scheduled Caste,both
1971,Fifth,Bihar,42,Nawada,General,both
1971,Fifth,Bihar,41,Jahanabad,General,both
1971,Fifth,Bihar,40,Aurangabad,General,both
1971,Fifth,Bihar,39,Sasaram,Scheduled Caste,both
1971,Fifth,Bihar,38,Bikramganj,General,both
1971,Fifth,Bihar,37,Buxar,General,both
1971,Fifth,Bihar,36,Shahabad,General,both
1971,Fifth,Bihar,35,Patna,General,both
1971,Fifth,Bihar,34,Barh,General,both
1971,Fifth,Bihar,33,Nalanda,General,both
1971,Fifth,Bihar,32,Begusarai,General,both
1971,Fifth,Bihar,31,Khagaria,General,both
1971,Fifth,Bihar,30,Jamui,Scheduled Caste,both
1971,Fifth,Bihar,29,Munger,General,both
1971,Fifth,Bihar,28,Bhagalpur,General,both
1971,Fifth,Bihar,27,Banka,General,both
1971,Fifth,Bihar,26,Dumka,Scheduled Tribe,both
1971,Fifth,Bihar,25,Bodda,General,both
1971,Fifth,Bihar,24,Rajmahal,Scheduled Tribe,both
1971,Fifth,Bihar,23,Katihar,General,both
1971,Fifth,Bihar,22,Purnea,General,both
1971,Fifth,Bihar,21,Kishanganj,General,both
1971,Fifth,Bihar,20,Araria,Scheduled Caste,both
1971,Fifth,Bihar,19,Madhepura,General,both
1971,Fifth,Bihar,18,Saharsa,General,both
1971,Fifth,Bihar,17,Rosera,Scheduled Caste,both
1971,Fifth,Bihar,16,Darbhanga,General,both
1971,Fifth,Bihar,15,Samastipur,General,both
1971,Fifth,Bihar,14,Madhubani,General,both
1971,Fifth,Bihar,13,Jainagar,General,both
1971,Fifth,Bihar,12,Pupri,General,both
1971,Fifth,Bihar,11,Sitamarhi,General,both
1971,Fifth,Bihar,10,Muzaffarpur,General,both
1971,Fifth,Bihar,9,Hajipur,General,both
1971,Fifth,Bihar,8,Kesaria,General,both
1971,Fifth,Bihar,7,Maharajganj,General,both
1971,Fifth,Bihar,6,Chapra,General,both
1971,Fifth,Bihar,5,Siwan,General,both
1971,Fifth,Bihar,4,Gopalganj,General,both
1971,Fifth,Bihar,3,Bettiah,General,both
1971,Fifth,Bihar,2,Motihari,General,both
1971,Fifth,Bihar,1,Bagaha,Scheduled Caste,both
1971,Fifth,Assam,14,Dibrugarh,General,both
1971,Fifth,Assam,13,Lakhimpur,General,both
1971,Fifth,Assam,12,Jorhat,General,both
1971,Fifth,Assam,11,Kaliabor,General,both
1971,Fifth,Assam,10,Nowgong,General,both
1971,Fifth,Assam,9,Tezpur,General,both
1971,Fifth,Assam,8,Mangaldai,General,both
1971,Fifth,Assam,7,Gauhati,General,both
1971,Fifth,Assam,6,Barpeta,General,both
1971,Fifth,Assam,5,Kokrajhar,Scheduled Tribe,both
1971,Fifth,Assam,4,Dhubri,General,both
1971,Fifth,Assam,3,Autonomous District,Scheduled Tribe,both
1971,Fifth,Assam,2,Kaimganj,Scheduled Caste,both
1971,Fifth,Assam,1,Cachar,General,both
1971,Fifth,Andhra Pradesh,41,Miryalguda,General,both
1971,Fifth,Andhra Pradesh,40,Nalgonda,General,both
1971,Fifth,Andhra Pradesh,39,Khammam,General,both
1971,Fifth,Andhra Pradesh,38,Warangal,General,both
1971,Fifth,Andhra Pradesh,37,Karimnagar,General,both
1971,Fifth,Andhra Pradesh,36,Peddapalli,Scheduled Caste,both
1971,Fifth,Andhra Pradesh,35,Adilabad,General,both
1971,Fifth,Andhra Pradesh,34,Nizamabad,General,both
1971,Fifth,Andhra Pradesh,33,Medak,General,both
1971,Fifth,Andhra Pradesh,32,Siddipet,Scheduled Caste,both
1971,Fifth,Andhra Pradesh,31,Secundrabad,General,both
1971,Fifth,Andhra Pradesh,30,Hyderabad,General,both
1971,Fifth,Andhra Pradesh,29,Mahabubnagar,General,both
1971,Fifth,Andhra Pradesh,28,Nagarkurnool,Scheduled Caste,both
1971,Fifth,Andhra Pradesh,27,Nandyal,General,both
1971,Fifth,Andhra Pradesh,26,Kurnool,General,both
1971,Fifth,Andhra Pradesh,25,Anantapur,General,both
1971,Fifth,Andhra Pradesh,24,Hindupur,General,both
1971,Fifth,Andhra Pradesh,23,Cuddapah,General,both
1971,Fifth,Andhra Pradesh,22,Rajampet,General,both
1971,Fifth,Andhra Pradesh,21,Chittoor,General,both
1971,Fifth,Andhra Pradesh,20,Tirupathi,Scheduled Caste,both
1971,Fifth,Andhra Pradesh,19,Nellore,Scheduled Caste,both
1971,Fifth,Andhra Pradesh,18,Kavali,General,both
1971,Fifth,Andhra Pradesh,17,Narasaraopet,General,both
1971,Fifth,Andhra Pradesh,16,Guntur,General,both
1971,Fifth,Andhra Pradesh,15,Ongole,General,both
1971,Fifth,Andhra Pradesh,14,Machilipatnam,General,both
1971,Fifth,Andhra Pradesh,13,Vijayawada,General,both
1971,Fifth,Andhra Pradesh,12,Gudivada,General,both
1971,Fifth,Andhra Pradesh,11,Eluru,General,both
1971,Fifth,Andhra Pradesh,10,Narasapur,General,both
1971,Fifth,Andhra Pradesh,9,Amalapuram,Scheduled Caste,both
1971,Fifth,Andhra Pradesh,8,Rajahmundry,General,both
1971,Fifth,Andhra Pradesh,7,Kakinada,General,both
1971,Fifth,Andhra Pradesh,6,Anakapalli,General,both
1971,Fifth,Andhra Pradesh,5,Bhadrachalam,Scheduled Tribe,both
1971,Fifth,Andhra Pradesh,4,Visakhapatnam,General,both
1971,Fifth,Andhra Pradesh,3,Bobbili,General,both
1971,Fifth,Andhra Pradesh,2,Parvathipuram,Scheduled Tribe,both
1971,Fifth,Andhra Pradesh,1,Srikakulam,General,both
1971,Fifth,Andaman and Nicobar Islands,1,Andaman And Nicobar Islands,General,both
1967,Fourth,West Bengal,40,Birbhum,Scheduled Caste,left_only
1967,Fourth,West Bengal,39,Bholpur,General,left_only
1967,Fourth,West Bengal,38,Katwa,General,left_only
1967,Fourth,West Bengal,37,Burdwan,General,left_only
1967,Fourth,West Bengal,36,Asansol,General,left_only
1967,Fourth,West Bengal,35,Ausgram,Scheduled Caste,left_only
1967,Fourth,West Bengal,34,Vishnupur,Scheduled Caste,left_only
1967,Fourth,West Bengal,33,Bankura,General,left_only
1967,Fourth,West Bengal,32,Purulia,General,left_only
1967,Fourth,West Bengal,31,Jhargram,Scheduled Tribe,left_only
1967,Fourth,West Bengal,30,Midnapore,General,left_only
1967,Fourth,West Bengal,29,Contai,General,left_only
1967,Fourth,West Bengal,28,Tamluk,General,left_only
1967,Fourth,West Bengal,27,Ghatal,General,left_only
1967,Fourth,West Bengal,26,Arambagh,General,left_only
1967,Fourth,West Bengal,25,Hooghly,General,left_only
1967,Fourth,West Bengal,24,Serampore,General,left_only
1967,Fourth,West Bengal,23,Uluberia,General,left_only
1967,Fourth,West Bengal,22,Howrah,General,left_only
1967,Fourth,West Bengal,21,Calcutta South,General,left_only
1967,Fourth,West Bengal,20,Calcutta North East,General,left_only
1967,Fourth,West Bengal,19,Calcutta North West,General,left_only
1967,Fourth,West Bengal,18,Barrackpore,General,left_only
1967,Fourth,West Bengal,17,Alipore,General,left_only
1967,Fourth,West Bengal,16,Daimond Harbour,General,left_only
1967,Fourth,West Bengal,15,Mathurapur,Scheduled Caste,left_only
1967,Fourth,West Bengal,14,Jaynagar,Scheduled Caste,left_only
1967,Fourth,West Bengal,13,Basirhat,General,left_only
1967,Fourth,West Bengal,12,Barasat,General,left_only
1967,Fourth,West Bengal,11,Nabadwip,Scheduled Caste,left_only
1967,Fourth,West Bengal,10,Krishnanagar,General,left_only
1967,Fourth,West Bengal,9,Berhampur,General,left_only
1967,Fourth,West Bengal,8,Murshidabad,General,left_only
1967,Fourth,West Bengal,7,Jangipur,General,left_only
1967,Fourth,West Bengal,6,Malda,General,left_only
1967,Fourth,West Bengal,5,Balurghat,Scheduled Caste,left_only
1967,Fourth,West Bengal,4,Raiganj,General,left_only
1967,Fourth,West Bengal,3,Darjeeling,General,left_only
1967,Fourth,West Bengal,2,Jalpaiguri,Scheduled Tribe,left_only
1967,Fourth,West Bengal,1,Cooch Behar,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,85,Dehra Dun,General,left_only
1967,Fourth,Uttar Pradesh,84,Saharanpur,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,83,Kairana,General,left_only
1967,Fourth,Uttar Pradesh,82,Muzaffarnagar,General,left_only
1967,Fourth,Uttar Pradesh,81,Baghpat,General,left_only
1967,Fourth,Uttar Pradesh,80,Meerut,General,left_only
1967,Fourth,Uttar Pradesh,79,Hapur,General,left_only
1967,Fourth,Uttar Pradesh,78,Bulandsahar,General,left_only
1967,Fourth,Uttar Pradesh,77,Khurja,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,76,Aligarh,General,left_only
1967,Fourth,Uttar Pradesh,75,Hathras,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,74,Mathura,General,left_only
1967,Fourth,Uttar Pradesh,73,Agra,General,left_only
1967,Fourth,Uttar Pradesh,72,Firozabad,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,71,Etah,General,left_only
1967,Fourth,Uttar Pradesh,70,Kasganj,General,left_only
1967,Fourth,Uttar Pradesh,69,Mainpuri,General,left_only
1967,Fourth,Uttar Pradesh,68,Farrukhabad,General,left_only
1967,Fourth,Uttar Pradesh,67,Kannauj,General,left_only
1967,Fourth,Uttar Pradesh,66,Etawah,General,left_only
1967,Fourth,Uttar Pradesh,65,Kanpur,General,left_only
1967,Fourth,Uttar Pradesh,64,Bilhaur,General,left_only
1967,Fourth,Uttar Pradesh,63,Ghatampur,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,62,Jalaun,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,61,Jhansi,General,left_only
1967,Fourth,Uttar Pradesh,60,Hamirpur,General,left_only
1967,Fourth,Uttar Pradesh,59,Banda,General,left_only
1967,Fourth,Uttar Pradesh,58,Fatehpur,General,left_only
1967,Fourth,Uttar Pradesh,57,Chail,Scheduled Caste,left_only
1967,Fourth,Uttar Pradesh,56,Allahabad,General,left_only
1967,Fourth,Uttar Pradesh,55,Phulpur,General,left_only
